Date,Time,Actual,Predicted
2024-03-07,19:11:00,98.073,87.633644
2024-04-03,22:18:00,10.12,11.2186575
2024-03-02,21:12:00,0.576,20.982603
2024-04-03,23:16:00,10.127,7.0834084
2024-02-02,22:31:00,27.853,23.22543
2024-04-04,23:48:00,29.537,5.3630776
2024-04-07,00:40:00,0.093,0.5774483
2024-05-05,12:13:00,60.29,350.57742
2024-03-03,22:19:00,0.75,7.617925
2024-02-03,21:48:00,0.827,51.353577
2024-03-04,21:03:00,8.234,11.215356
2024-06-04,18:15:00,140.43,162.18298
2024-04-04,11:16:00,487.73,173.35631
2024-03-03,21:57:00,0.077,3.9287603
2024-04-02,21:56:00,9.353,11.319314
2024-04-07,19:18:00,380.17,88.59094
2024-03-07,01:26:00,229.31,26.778362
2024-05-04,22:13:00,11.02,37.721783
2024-06-04,23:48:00,0.017,37.83803
2024-06-01,21:23:00,10.447,178.84328
2024-02-04,22:30:00,18.97,21.487965
2024-06-06,09:37:00,390.16,296.31253
2024-04-07,01:14:00,9.893,2.3114471
2024-03-01,21:49:00,169.097,141.78268
2024-06-01,21:15:00,30.164,154.95341
2024-05-05,23:26:00,18.69,20.634672
2024-04-05,23:52:00,20.563,6.8384786
2024-06-04,09:07:00,31.57,373.39432
2024-03-03,22:28:00,49.97,6.083946
2024-04-04,21:38:00,1.113,11.158606
2024-05-01,21:15:00,180.023,261.9427
2024-03-03,10:48:00,636.63,635.00714
2024-03-06,22:53:00,0.406,13.519263
2024-05-07,12:06:00,340.553,206.12923
2024-04-07,02:15:00,39.853,23.053541
2024-07-07,18:16:00,60.7,89.12282
2024-04-03,08:43:00,9.1,157.80547
2024-07-05,14:18:00,0.093,200.0359
2024-04-02,21:27:00,12.227,34.612247
2024-02-06,00:21:00,19.647,132.34222
2024-03-02,10:35:00,347.653,900.82336
2024-03-04,21:52:00,0.077,10.515871
2024-03-02,21:45:00,0.064,16.53579
2024-04-02,23:03:00,0.297,13.411289
2024-02-02,20:00:00,8.817,59.401043
2024-06-04,21:33:00,11.507,63.74762
2024-03-04,18:26:00,11.3,33.909122
2024-04-04,21:56:00,8.953,10.844992
2024-03-03,20:46:00,9.443,12.970297
2024-03-04,21:45:00,9.726,11.096271
2024-04-05,16:22:00,1809.533,127.69491
2024-04-03,18:28:00,0.3,74.161026
2024-05-06,23:18:00,50.06,53.68498
2024-04-06,22:45:00,0.267,22.550707
2024-02-07,17:51:00,20.04,564.906
2024-03-04,21:51:00,7.733,9.060934
2024-02-04,21:46:00,139.54,30.369017
2024-04-01,21:11:00,290.1,164.08757
2024-02-03,21:42:00,40.493,53.522396
2024-02-06,23:08:00,41.29,66.98893
2024-03-04,19:49:00,8.124,17.682821
2024-03-03,22:12:00,10.494,2.8319116
2024-04-03,16:59:00,10.266,63.104523
2024-06-05,22:52:00,1.003,58.39162
2024-07-04,23:37:00,30.043,31.763157
2024-03-05,10:50:00,70.66299999999998,487.76703
2024-04-02,22:30:00,0.534,19.602938
2024-02-06,01:29:00,639.62,24.290066
2024-03-06,23:03:00,10.097,19.701967
2024-05-07,11:01:00,19.54,243.35927
2024-06-05,07:49:00,669.127,618.1397
2024-03-04,19:03:00,9.92,25.35043
2024-02-06,21:36:00,99.66,132.82953
2024-05-02,17:33:00,89.927,315.7012
2024-04-04,17:55:00,0.08,67.281975
2024-05-03,08:09:00,139.82,462.28372
