Date,Time,Actual,Predicted
2024-05-07,17:48:00,190.637,105.51221
2024-04-02,19:03:00,9.45,7.2307515
2024-04-02,17:22:00,0.0,36.22461
2024-05-04,17:47:00,30.907,45.191166
2024-03-04,09:16:00,310.886,386.23602
2024-03-07,10:35:00,1141.093,420.02625
2024-03-04,13:19:00,19.957,165.20367
2024-04-04,22:38:00,9.46,10.232326
2024-02-04,22:12:00,0.157,37.004948
2024-04-01,22:11:00,8.72,76.221466
2024-03-02,21:19:00,9.98,30.651194
2024-06-01,22:23:00,0.017,51.0833
2024-04-03,23:25:00,8.877,1.4189904
2024-02-06,18:30:00,118.743,441.69272
2024-03-04,21:56:00,17.596,13.464463
2024-03-04,13:41:00,19.503,140.61368
2024-03-03,21:28:00,9.63,1.8514062
2024-07-05,21:15:00,20.627,24.108389
2024-03-02,20:26:00,1.267,27.274
2024-06-07,16:17:00,20.13,67.57687
2024-03-04,23:33:00,19.533,6.1994066
2024-03-04,22:58:00,0.6259999999999999,7.0966306
2024-07-03,21:55:00,0.643,17.401596
2024-04-02,18:45:00,0.156,15.323535
2024-02-02,18:45:00,10.127,24.54171
2024-02-06,23:31:00,30.076,225.91296
2024-03-02,20:58:00,9.797,32.81137
2024-06-01,21:34:00,10.063,59.727337
2024-06-02,21:22:00,0.75,40.843834
2024-07-03,18:11:00,40.87700000000001,39.58938
2024-07-02,18:52:00,9.69,42.43231
2024-06-07,15:19:00,51.456,67.79202
2024-03-06,18:01:00,80.21,147.40335
2024-04-04,16:44:00,439.9,65.54461
2024-03-03,21:37:00,0.047,8.445561
2024-04-03,17:15:00,0.22,22.204353
2024-03-03,21:34:00,0.063,8.519354
2024-04-04,18:30:00,1.014,24.690908
2024-06-05,21:11:00,90.567,26.047398
2024-02-02,14:16:00,7.142999999999999,75.923744
2024-06-07,23:11:00,360.793,66.515945
2024-04-02,21:46:00,18.957,13.720391
2024-05-04,20:48:00,0.6270000000000001,14.653106
2024-02-03,20:38:00,18.986,42.77282
2024-07-02,15:05:00,630.717,121.11345
2024-03-02,22:01:00,0.733,19.456594
2024-03-07,00:54:00,18.944000000000003,96.98812
2024-04-07,21:26:00,9.017,91.661896
2024-04-03,19:48:00,0.11,12.546574
2024-04-03,16:41:00,0.437,23.229155
2024-03-03,15:18:00,21.097,90.418335
2024-06-03,23:07:00,29.533,10.874496
2024-03-03,21:57:00,0.16,7.7081795
2024-05-06,00:12:00,99.197,7.439905
2024-02-02,19:03:00,0.28,21.665075
2024-06-06,11:03:00,299.546,251.00357
2024-02-03,17:34:00,173.733,108.19716
2024-04-04,22:21:00,8.186,10.10476
2024-03-04,12:49:00,9.4,237.0436
2024-05-01,18:23:00,8.913,159.75316
2024-02-02,22:37:00,0.046,12.414302
2024-04-02,20:41:00,0.204,13.893211
2024-04-02,21:10:00,0.143,18.193827
2024-05-04,18:08:00,10.077,41.808414
2024-04-04,18:42:00,81.137,33.80373
2024-04-01,21:52:00,30.016,81.66126
2024-07-01,20:03:00,10.134,68.560715
2024-06-04,20:55:00,48.467,27.955414
2024-03-04,22:19:00,9.637,12.272303
2024-04-04,15:28:00,190.46000000000004,94.2293
2024-04-04,23:25:00,7.643,6.2177224
2024-04-07,14:27:00,40.74,167.19006
2024-06-02,23:12:00,139.813,26.189312
2024-02-04,21:58:00,19.473,23.677929
2024-05-06,23:08:00,268.797,45.13198
2024-03-04,22:06:00,0.47,9.120528
2024-05-01,22:48:00,109.864,57.263744
2024-04-05,00:04:00,30.36,3.0527465
2024-02-04,18:00:00,9.2,94.32895
2024-06-03,20:52:00,29.053,26.7969
2024-04-05,00:12:00,10.443,5.1614046
2024-04-03,19:42:00,0.08,4.56834
2024-04-04,22:33:00,8.986,8.039698
2024-02-06,19:08:00,10.04,377.3227
2024-05-04,23:40:00,29.727,7.3000474
2024-03-03,22:06:00,0.017,7.825302
2024-04-03,20:16:00,0.08,14.037752
2024-04-03,23:49:00,0.983,4.5100546
2024-03-03,21:30:00,0.157,1.8405305
2024-03-05,14:31:00,148.75,262.7814
2024-03-04,21:38:00,0.14,14.680608
2024-03-06,14:03:00,150.147,48.174713
2024-05-03,21:48:00,42.78000000000001,9.925774
2024-04-03,18:25:00,0.187,22.715342
2024-03-04,19:25:00,20.953,17.28661
2024-06-04,22:30:00,0.17,15.880719
2024-07-01,22:26:00,9.546,38.930035
2024-06-06,13:28:00,139.757,148.69792
2024-03-04,22:28:00,0.0,11.752986
2024-04-04,21:36:00,8.317,10.713957
2024-03-06,21:38:00,139.86,63.202026
2024-06-05,18:28:00,106.287,56.162052
2024-03-02,22:27:00,49.484,7.927806
2024-04-01,21:56:00,21.067,66.522705
2024-04-04,19:27:00,9.754,17.28628
2024-03-03,21:07:00,21.107,7.1777215
2024-04-01,21:21:00,20.6,112.20551
2024-04-07,04:25:00,19.81,388.02817
2024-02-02,20:48:00,0.017,13.532832
2024-04-03,19:30:00,9.873,14.095178
2024-04-03,20:53:00,0.22,11.55575
2024-02-02,20:22:00,8.3,14.997363
2024-04-03,20:48:00,0.08,8.701545
2024-05-06,19:22:00,11.224,103.90993
2024-03-03,22:18:00,0.216,1.2982124
2024-03-04,21:30:00,0.153,9.690672
2024-03-06,15:24:00,18.016,15.617183
2024-04-01,17:49:00,29.89,152.94499
2024-04-02,22:00:00,0.55,13.500401
2024-05-07,12:11:00,60.133,159.8533
2024-03-03,21:11:00,0.283,2.0464852
2024-03-03,21:33:00,8.86,8.593806
2024-04-04,17:27:00,9.527,38.315937
2024-06-01,22:31:00,0.55,49.377773
2024-05-04,22:11:00,8.45,8.917026
2024-02-04,00:33:00,139.697,3588.4988
2024-07-06,16:21:00,520.29,77.629456
2024-03-04,18:49:00,1.39,20.582335
2024-04-02,19:33:00,7.713,6.2656083
2024-04-04,19:23:00,19.237,22.259762
2024-03-04,22:30:00,1.17,11.645032
2024-03-03,22:07:00,0.14,7.757498
2024-03-02,20:03:00,0.8559999999999999,40.9911
2024-04-02,18:40:00,0.33,35.270473
2024-02-07,23:33:00,9.937,595.5742
2024-04-04,22:25:00,0.56,8.389637
2024-06-01,15:09:00,850.79,268.17575
2024-04-03,20:18:00,0.593,13.964112
2024-04-04,17:42:00,49.647,46.86866
2024-03-04,23:18:00,0.03,9.811943
2024-04-03,16:30:00,70.173,51.671173
2024-07-02,21:12:00,29.49,31.401146
2024-05-03,21:43:00,12.717,10.2065525
2024-04-02,21:56:00,9.004,12.396242
